method,chunk_number,chunk_text,is_complete,total_chunks
naive,8,"_context_binding(app):     @app.route(""/"")     def index():         return f""Hello {flask.request.ar",yes,22
naive,9,"p://localhost/meh""     assert not flask.request   def test_context_test(app):     assert not flask.r",no,22
naive,10,"p):     @app.route(""/"")     def index():         return f""Hello {flask.request.args['name']}!""      ",yes,22
naive,11,"GreenletContextCopying:     def test_greenlet_context_copying(self, app, client):         greenlets ",no,22
naive,12, with ctx:                     assert flask.request                     assert flask.current_app == ,yes,22
naive,13,"            greenlets.append(greenlet(g))             return ""Hello World!""          rv = client.get",yes,22
naive,14,"):             flask.session[""fizz""] = ""buzz""              @flask.copy_current_request_context      ",yes,22
naive,15,"fizz"") == ""buzz""                 return 42              greenlets.append(greenlet(g))             re",yes,22
naive,16,"ass      class FailingSessionInterface(SessionInterface):         def open_session(self, app, reques",no,22
naive,17,"()      response = app.test_client().get(""/"")     assert response.status_code == 500     assert not ",no,22
naive,18,"nterface(SecureCookieSessionInterface):         def get_cookie_name(self, app):             if flask",yes,22
naive,19,"    app = CustomFlask(__name__)     app.secret_key = ""secret_key""      @app.route(""/set"", methods=[""",no,22
naive,20,""", methods=[""POST""])     def set_dynamic_cookie():         flask.session[""value""] = flask.request.fo",yes,22
naive,21,"urls but each with a different value     assert test_client.post(""/set"", data={""value"": ""42""}).data ",yes,22
naive,22,"rls that end with ""dynamic cookie""     assert test_client.get(""/get"").data == b""42""     assert test_",yes,22
ast,1,import warnings  import pytest  import flask from flask.globals import app_ctx from flask.sessions i,yes,11
ast,2,def test_teardown_on_pop(app):     buffer = []      @app.teardown_request     def end_of_request(exc,no,11
ast,3,def test_teardown_with_previous_exception(app):     buffer = []      @app.teardown_request     def e,no,11
ast,4,def test_teardown_with_handled_exception(app):     buffer = []      @app.teardown_request     def en,no,11
ast,5,"def test_proper_test_request_context(app):     app.config.update(SERVER_NAME=""localhost.localdomain:",yes,11
ast,6,"def test_context_binding(app):     @app.route(""/"")     def index():         return f""Hello {flask.re",yes,11
ast,7,def test_context_test(app):     assert not flask.request     assert not flask.has_request_context() ,no,11
ast,8,"def test_manual_context_binding(app):     @app.route(""/"")     def index():         return f""Hello {f",yes,11
ast,9,"class TestGreenletContextCopying:     def test_greenlet_context_copying(self, app, client):         ",yes,11
ast,10,def test_session_error_pops_context():     class SessionError(Exception):         pass      class Fa,no,11
ast,11,def test_session_dynamic_cookie_name():     # This session interface will use a cookie with a differ,yes,11
naive,1,from __future__ import annotations  from flask import Flask from flask import Request from flask imp,no,6
naive,2,"rror()      @app.errorhandler(413)     def catcher(error):         return ""42""      rv = client.post",yes,6
naive,3," no app context, use Werkzeug defaults     assert r.max_content_length is None     assert r.max_form",yes,6
naive,4,"  # regardless of app context, use override     r.max_content_length = 90     r.max_form_memory_size",yes,6
naive,5,e == 30         assert r.max_form_parts == 4   def test_trusted_hosts_config(app: Flask) -> None:   ,yes,6
naive,6,"ient.get(base_url=""http://a.other.test"")     assert r.status_code == 200     r = client.get(base_url",yes,6
ast,1,from __future__ import annotations  from flask import Flask from flask import Request from flask imp,yes,4
ast,2,"def test_max_content_length(app: Flask, client: FlaskClient) -> None:     app.config[""MAX_CONTENT_LE",yes,4
ast,3,"def test_limit_config(app: Flask):     app.config[""MAX_CONTENT_LENGTH""] = 100     app.config[""MAX_FO",no,4
ast,4,"def test_trusted_hosts_config(app: Flask) -> None:     app.config[""TRUSTED_HOSTS""] = [""example.test""",yes,4
naive,1,import flask from flask.globals import app_ctx from flask.sessions import SessionInterface   def tes,no,3
naive,2,"       def save_session(self, app, session, response):             pass          def open_session(se",yes,3
naive,3,"""      response = app.test_client().get(""/"")     assert response.status_code == 200 ",yes,3
ast,1,import flask from flask.globals import app_ctx from flask.sessions import SessionInterface   ,yes,2
ast,2,"def test_open_session_with_endpoint():     """"""If request.endpoint (or other URL matching behavior) i",yes,2
naive,1,"import flask   def test_template_rendered(app, client):     @app.route(""/"")     def index():        ",yes,14
naive,2,"t(""/"")         assert len(recorded) == 1         template, context = recorded[0]         assert temp",yes,14
naive,3,":         return flask.render_template(""simple_template.html"", whiskey=42)      recorded = []      d",yes,14
naive,4," 1         template, context = recorded[0]         assert template.name == ""simple_template.html""   ",no,14
naive,5,"est_signal(sender):         calls.append(""before-signal"")      def after_request_signal(sender, resp",no,14
naive,6,"      calls.append(""after-handler"")         response.data = ""stuff""         return response      @ap",yes,14
naive,7,"_client().get(""/"")         assert rv.data == b""stuff""          assert calls == [             ""before",no,14
naive,8,"ect(after_request_signal, app)   def test_request_exception_signal():     app = flask.Flask(__name__",no,14
naive,9,"ient().get(""/"").status_code == 500         assert len(recorded) == 1         assert isinstance(recor",no,14
naive,10,"pop(sender, **kwargs):         recorded.append(""pop"")      @app.route(""/"")     def index():         ",yes,14
naive,11,":         flask.appcontext_pushed.disconnect(record_push, app)         flask.appcontext_popped.disco",yes,14
naive,12,"tegory):         recorded.append((message, category))      flask.message_flashed.connect(record, app",yes,14
naive,13,"age""             assert category == ""notice""     finally:         flask.message_flashed.disconnect(r",no,14
naive,14,"   flask.appcontext_tearing_down.connect(record_teardown, app)     try:         rv = client.get(""/"")",yes,14
ast,1,import flask   ,yes,8
ast,2,"def test_template_rendered(app, client):     @app.route(""/"")     def index():         return flask.r",yes,8
ast,3,"def test_before_render_template():     app = flask.Flask(__name__)      @app.route(""/"")     def inde",yes,8
ast,4,def test_request_signals():     app = flask.Flask(__name__)     calls = []      def before_request_s,yes,8
ast,5,def test_request_exception_signal():     app = flask.Flask(__name__)     recorded = []      @app.rou,no,8
ast,6,"def test_appcontext_signals(app, client):     recorded = []      def record_push(sender, **kwargs): ",yes,8
ast,7,"def test_flash_signal(app):     @app.route(""/"")     def index():         flask.flash(""This is a flas",yes,8
ast,8,"def test_appcontext_tearing_down_signal(app, client):     app.testing = False     recorded = []     ",no,8
naive,1,from io import StringIO  import flask   def test_suppressed_exception_logging():     class Suppresse,no,2
naive,2," errors_stream=out)     assert rv.status_code == 500     assert b""Internal Server Error"" in rv.data ",yes,2
ast,1,from io import StringIO  import flask   ,yes,2
ast,2,def test_suppressed_exception_logging():     class SuppressedFlask(flask.Flask):         def log_exc,no,2
naive,1,import logging  import pytest import werkzeug.serving from jinja2 import TemplateNotFound from marku,yes,45
naive,2,"ntext_template.html"", value=23)      rv = client.get(""/"")     assert rv.data == b""<p>23|42""   def te",yes,45
naive,3,"     def index():         return flask.stream_template_string(""{{ config }}"", config=42)      rv = c",yes,45
naive,4,"plate_string(""Hello {{ config.WORLD_NAME }} {{ foo }}"")     assert rv == ""Hello Special World 42""   ",yes,45
naive,5," g.foo }}             {{ config.DEBUG }}             {{ session.test }}         """"""         )      r",yes,45
naive,6,"_template.html"", text=text, html=Markup(text)         )      lines = client.get(""/"").data.splitlines",no,45
naive,7,"  text = ""<p>Hello World!""      @app.route(""/"")     def index():         return flask.render_templat",yes,45
naive,8,"ello World!"",         b""&lt;p&gt;Hello World!"",         b""<p>Hello World!"",         b""<p>Hello World",no,45
naive,9," == ""<test> Mail""   def test_macros(app, req_ctx):     macro = flask.get_template_attribute(""_macro.",yes,45
naive,10,"lters[""my_reverse""] == my_reverse     assert app.jinja_env.filters[""my_reverse""](""abcd"") == ""dcba""  ",yes,45
naive,11,"d"") == ""dcba""      @app.template_filter(""my_reverse_custom_name_3"")     def my_reverse_3(s):        ",yes,45
naive,12,"pp.template_filter(name=""my_reverse_custom_name_4"")     def my_reverse_4(s):         return s[::-1] ",yes,45
naive,13,_filter(app):     def my_reverse(s):         return s[::-1]      app.add_template_filter(my_reverse),yes,45
naive,14,"(""strrev"")     def my_reverse(s):         return s[::-1]      assert ""strrev"" in app.jinja_env.filte",yes,45
naive,15,"my_reverse, ""strrev"")     assert ""strrev"" in app.jinja_env.filters.keys()     assert app.jinja_env.f",yes,45
naive,16,"f index():         return flask.render_template(""template_filter.html"", value=""abcd"")      rv = clie",yes,45
naive,17,"sk.render_template(""template_filter.html"", value=""abcd"")      rv = client.get(""/"")     assert rv.dat",yes,45
naive,18,"filter.html"", value=""abcd"")      rv = client.get(""/"")     assert rv.data == b""dcba""   def test_add_t",yes,45
naive,19,"ml"", value=""abcd"")      rv = client.get(""/"")     assert rv.data == b""dcba""   def test_template_test(",no,45
naive,20,"   @app.template_test     def boolean_2(value):         return isinstance(value, bool)      assert """,yes,45
naive,21,"(value, bool)      assert ""my_boolean_custom_name"" in app.jinja_env.tests.keys()     assert app.jinj",yes,45
naive,22,"my_boolean_custom_name_2"" in app.jinja_env.tests.keys()     assert app.jinja_env.tests[""my_boolean_c",yes,45
naive,23,"n app.jinja_env.tests.keys()     assert app.jinja_env.tests[""boolean""] == boolean     assert app.jin",yes,45
naive,24,"ests[""boolean""] == is_boolean     assert app.jinja_env.tests[""boolean""](False)   def test_add_templa",yes,45
naive,25," assert app.jinja_env.tests[""boolean""](False)   def test_template_test_with_template(app, client):  ",no,45
naive,26,"v.data   def test_add_template_test_with_template(app, client):     def boolean(value):         retu",yes,45
naive,27,"te_test_with_name_and_template(app, client):     @app.template_test(""boolean"")     def is_boolean(va",no,45
naive,28,"ame_and_template(app, client):     def is_boolean(value):         return isinstance(value, bool)    ",yes,45
naive,29,"p, app_ctx):     @app.template_global()     def get_stuff():         return 42      assert ""get_stuf",yes,45
naive,30,"bal     def get_stuff_1():         return ""get_stuff_1""      assert ""get_stuff_1"" in app.jinja_env.g",yes,45
naive,31,"ate_global(""my_get_stuff_custom_name_2"")     def get_stuff_2():         return ""get_stuff_2""      as",yes,45
naive,32,"plate_string(""{{ my_get_stuff_custom_name_2() }}"")     assert rv == ""get_stuff_2""      @app.template",yes,45
naive,33,"assert app.jinja_env.globals[""my_get_stuff_custom_name_3""](), ""get_stuff_3""      rv = flask.render_t",yes,45
naive,34,"          return DictLoader({""index.html"": ""Hello Custom World!""})      app = MyFlask(__name__)     ",no,45
naive,35,"ef context_processor():         return {""whiskey"": ""Jameson""}      @app.route(""/"")     def index(): ",yes,45
naive,36,"         )      rv = client.get(""/"")     assert rv.data == b""<h1>Jameson</h1>""   def test_templates_",no,45
naive,37,"ask.Flask(__name__)     app.config[""TEMPLATES_AUTO_RELOAD""] = False     assert app.debug is False   ",yes,45
naive,38,"bug is True, config option is None     app = flask.Flask(__name__)     app.config[""DEBUG""] = True   ",yes,45
naive,39,"se     assert app.jinja_env.auto_reload is False     # debug is True, config option is True     app ",no,45
naive,40,"         pass      monkeypatch.setattr(werkzeug.serving, ""run_simple"", run_simple_mock)      app.run",no,45
naive,41,"Handler):         def handle(self, record):             called.append(True)             text = str(r",no,45
naive,42,"trying loader of blueprint 'frontend' (blueprintapp.apps.frontend)""             ) in text           ",yes,45
naive,43,"rints/#templates"" in text      with app.test_client() as c:         monkeypatch.setitem(app.config, ",yes,45
naive,44,"rt ""missing_template.html"" in str(excinfo.value)      assert len(called) == 1   def test_custom_jinj",no,45
